Timestamp,Action,Price,CA
2025-02-12 04:13:31,BUY,0.00021,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:13:57,BUY,0.00018,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:14:17,SELL,0.00021,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:16:04,SELL,0.00023,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:17:10,BUY,0.00042,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:21:00,SELL,0.00039,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:21:10,BUY,0.00068,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:27:49,BUY,0.0004,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:28:28,BUY,1.42392,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:28:44,BUY,1.42292,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:29:06,BUY,1.40003,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:31:30,SELL,0.00039,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:31:45,SELL,0.00042,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:31:47,BUY,0.00042,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:31:52,SELL,0.00039,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:31:57,SELL,0.0014,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:32:20,SELL,1.43676,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:32:21,BUY,1.43676,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:32:31,BUY,1.43849,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:32:41,SELL,0.00164,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:35:36,BUY,1.43201,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 04:37:49,SELL,0.00035,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 04:38:59,BUY,0.00034,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
2025-02-12 04:39:09,SELL,0.00181,KFTSxPQxDV1wGjEvzKHWD7mG6e9TsMVq4eF4mQppump
2025-02-12 04:39:17,BUY,0.00186,2yyddFFf8YRDKTgKkrFPdRpnt8gohrWTPa7kqZYU1VW7
